Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	Speech disturbances, not elsewhere classified	R47	Speech disturbances, not elsewhere classified	0.961852073669434	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE	Symptoms and signs concerning food and fluid intake	R63	Symptoms and signs concerning food and fluid intake	0.999999940395355	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_SYNCO_COLLAP	Syncope and collapse	R55	Syncope and collapse	1.00000047683716	2	3	1	263	0	0	0	0	1	1	3	0	0	0	0
R18_UNKNO_UNSPE_CAUSES_MORBIDI	Unknown and unspecified causes of morbidity	R69	Unknown and unspecified causes of morbidity	1.00000023841858	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0
R18_UNSPE_HAEMATU	Unspecified haematuria	R31	Unspecified haematuria	1.00000107288361	2	159	5923	4721	113	125	3790	106	34	4	31	3	4	29	32
R18_UNSPE_JAUND	Unspecified jaundice	R17	Unspecified jaundice	0.99999988079071	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_VOICE_DISTU	Voice disturbances	R49	Voice disturbances	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHEUMA_NOS	Other/unspecified rheumatoid arthritis	40001_M069	Rheumatoid arthritis, unspecified	0.920528471469879	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	M05	Seropositive rheumatoid arthritis	0.999999940395355	2	15962	3290	9423	2117	8861	2095	2017	5	35	14	5	15	4	6
RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide	M05	Seropositive rheumatoid arthritis	0.91826456785202	2	15386	3290	9863	2117	9262	2093	2017	5	35	19	5	20	5	8
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	M13	Other arthritis	0.855024933815002	2	7277	0	1748	0	1748	0	0	0	25	8	0	9	0	0
SLE_NOS	Systemic lupus erythematosus, unspecified	M32	Systemic lupus erythematosus	0.862063050270081	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	Adverse effects, not elsewhere classified	T78	Adverse effects, not elsewhere classified	0.975828766822815	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of cardiac and vascular prosthetic devices, implants and grafts	T82	Complications of cardiac and vascular prosthetic devices, implants and grafts	0.988201141357422	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of genitourinary prosthetic devices, implants and grafts	T83	Complications of genito-urinary prosthetic devices, implants and grafts	0.911717712879181	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_COMPLICATIO_PECUL_REATTACHM_AMPUT	Complications peculiar to reattachment and amputation	T87	Complications peculiar to reattachment and amputation	0.999999582767487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	Complications of procedures, not elsewhere classified	T81	Complications of procedures, not elsewhere classified	0.976247787475586	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	Complications of surgical and medical care, not elsewhere classified	T88	Other complications of surgical and medical care, not elsewhere classified	0.903400421142578	2	87	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_CRUSHI_INJURY_WRIST_HAND	Crushing injury of wrist and hand	S67	Crushing injury of wrist and hand	0.999998986721039	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	S93	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	0.995197415351868	2	1	0	1	0	0	0	0	0	1	1	0	1	0	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	Dislocation, sprain and strain of joints and ligaments of knee	S83	Dislocation, sprain and strain of joints and ligaments of knee	0.993212878704071	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	Dislocation, sprain and strain of joints and ligaments at neck level	S13	Dislocation, sprain and strain of joints and ligaments at neck level	0.993995606899262	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_SHOUL_GIRDLE	Dislocation, sprain and strain of joints and ligaments of shoulder girdle	S43	Dislocation, sprain and strain of joints and ligaments of shoulder girdle	0.994627892971039	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_WRIST_HAND_LEVEL	Dislocation, sprain and strain of joints and ligaments at wrist and hand level	S63	Dislocation, sprain and strain of joints and ligaments at wrist and hand level	0.994566977024078	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_EPIDU_HAEMORRHAGE	Epidural haemorrhage	I61	Intracerebral haemorrhage	0.886527895927429	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU	Failure and rejection of transplanted organs and tissues	T86	Failure and rejection of transplanted organs and tissues	0.999999821186066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract	T18	Foreign body in alimentary tract	0.999999344348908	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_FOREI_BODY_RESPI_TRACT	Foreign body in respiratory tract	T17	Foreign body in respiratory tract	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_FRACT_FEMUR	Fracture of femur	S72	Fracture of femur	0.999999582767487	2	5	2	6	0	0	0	0	0	0	2	0	0	0	0
ST19_FRACT_FOOT_ANKLE	Fracture of foot, except ankle	S92	Fracture of foot, except ankle	0.984044909477234	2	0	8	0	0	0	0	0	1	0	0	0	0	0	0
ST19_FRACT_FOREA	Fracture of forearm	S52	Fracture of forearm	0.999998867511749	2	458	273	791	212	376	232	205	4	11	11	3	7	3	4
ST19_FRACT_LOWER_LEG_INCLU_ANKLE	Fracture of lower leg, including ankle	S82	Fracture of lower leg, including ankle	0.993678033351898	2	53	0	87	0	43	0	0	0	3	2	0	2	0	0
ST19_FRACT_LUMBAR_SPINE_PELVIS	Fracture of lumbar spine and pelvis	S32	Fracture of lumbar spine and pelvis	1.00000095367432	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_FRACT_NECK	Fracture of neck	S12	Fracture of neck	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	Fracture of rib(s), sternum and thoracic spine	S22	Fracture of rib(s), sternum and thoracic spine	0.992840349674225	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ST19_FRACT_SHOUL_UPPER_ARM	Fracture of shoulder and upper arm	S42	Fracture of shoulder and upper arm	0.999999344348908	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	S02	Fracture of skull and facial bones	1.00000011920929	2	0	1	9	0	0	0	0	1	0	2	0	0	0	0
ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level	S62	Fracture at wrist and hand level	1.00000011920929	2	40	1	67	0	25	0	0	0	2	2	0	1	0	0
ST19_INJURY_EYE_ORBIT	Injury of eye and orbit	S05	Injury of eye and orbit	0.999999821186066	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level	S56	Injury of muscle and tendon at forearm level	1.00000023841858	2	1	11	0	0	0	0	0	1	0	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL	Injury of muscle and tendon at hip and thigh level	S76	Injury of muscle and tendon at hip and thigh level	0.999999165534973	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level	S86	Injury of muscle and tendon at lower leg level	1.00000035762787	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL	Injury of muscle and tendon at shoulder and upper arm level	S46	Injury of muscle and tendon at shoulder and upper arm level	1.00000083446503	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL	Injury of muscle and tendon at wrist and hand level	S66	Injury of muscle and tendon at wrist and hand level	1.00000059604645	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ST19_INJURY_NERVES_WRIST_HAND_LEVEL	Injury of nerves at wrist and hand level	S64	Injury of nerves at wrist and hand level	0.999999403953552	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS	Injury of other and unspecified intrathoracic organs	S27	Injury of other and unspecified intrathoracic organs	0.999999701976776	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURY_UNSPE_BODY_REGION	Injury of unspecified body region	T14	Injury of unspecified body region	0.999999463558197	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_INTRACR_INJURY	Intracranial injury	S06	Intracranial injury	1.00000011920929	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS	Open wound of abdomen, lower back and pelvis	S31	Open wound of abdomen, lower back and pelvis	0.981818318367004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot	S91	Open wound of ankle and foot	0.999999821186066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OPEN_WOUND_FOREA	Open wound of forearm	S51	Open wound of forearm	1.00000071525574	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0
ST19_OPEN_WOUND_HEAD	Open wound of head	S01	Open wound of head	0.999999344348908	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0
ST19_OPEN_WOUND_LOWER_LEG	Open wound of lower leg	S81	Open wound of lower leg	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OPEN_WOUND_THORAX	Open wound of thorax	S20	Superficial injury of thorax	0.725235283374786	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_OPEN_WOUND_WRIST_HAND	Open wound of wrist and hand	S61	Open wound of wrist and hand	1.00000011920929	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	Other complications of surgical and medical care, not elsewhere classified	T88	Other complications of surgical and medical care, not elsewhere classified	0.981597065925598	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_ABDOMEN_LOWER_BACK_PELVIS	Other and unspecified injuries of abdomen, lower back and pelvis	S39	Other and unspecified injuries of abdomen, lower back and pelvis	0.985494375228882	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_HEAD	Other and unspecified injuries of head	S09	Other and unspecified injuries of head	0.999999940395355	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_LOWER_LEG	Other and unspecified injuries of lower leg	S89	Other and unspecified injuries of lower leg	0.999999940395355	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_WRIST_HAND	Other and unspecified injuries of wrist and hand	S69	Other and unspecified injuries of wrist and hand	1.00000166893005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_SUPERF_INJURY_ABDOMEN_LOWER_BACK_PELVIS	Superficial injury of abdomen, lower back and pelvis	S30	Superficial injury of abdomen, lower back and pelvis	0.984338939189911	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_SUPERF_INJURY_HEAD	Superficial injury of head	S00	Superficial injury of head	1.00000071525574	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
ST19_SUPERF_INJURY_LOWER_LEG	Superficial injury of lower leg	S80	Superficial injury of lower leg	0.999999761581421	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_SUPERF_INJURY_THORAX	Superficial injury of thorax	S20	Superficial injury of thorax	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand	S60	Superficial injury of wrist and hand	0.999999105930328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_TRAUMAT_AMPUT_WRIST_HAND	Traumatic amputation of wrist and hand	S68	Traumatic amputation of wrist and hand	0.999999046325684	2	0	1	5	0	0	0	0	1	0	1	0	0	0	0
SYSTSCLE_STRICT	Systemic sclerosis,strict definition	M34	Systemic sclerosis	0.793919146060944	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THYROTOXICOSIS	Thyrotoxicosis	E05	Thyrotoxicosis [hyperthyroidism]	0.855303347110748	2	9395	1120	6726	704	6214	680	680	7	46	31	7	35	8	10
TONGUEABNORMALITY	Tongue abnormality	K14	Diseases of tongue	0.713704824447632	2	1	65	0	0	0	0	0	1	1	0	0	0	0	0
VD_U	Vascular dementia (undefined)	40001_F019	Vascular dementia, unspecified	0.931841731071472	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Z21_ANTEN_SCREE	Antenatal screening	Z36	Antenatal screening	0.999999642372131	2	11	47	0	0	0	0	0	1	1	0	0	0	0	0
Z21_ATTN_ARTIF_OPENI	Attention to artificial openings	Z43	Attention to artificial openings	1.00000071525574	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
Z21_CARE_INVOLVI_USE_REHAB_PROCED	Care involving use of rehabilitation procedures	Z50	Care involving use of rehabilitation procedures	1.0000011920929	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Z21_DONORS_ORGANS_TISSU	Donors of organs and tissues	Z52	Donors of organs and tissues	0.999999761581421	2	2	16	0	0	0	0	0	2	1	0	0	0	0	0
Z21_EXAM_OBSER_OTH_REASO	Examination and observation for other reasons	Z04	Examination and observation for other reasons	1.00000083446503	2	4	0	1	0	0	0	0	0	1	1	0	0	0	0
Z21_FAMILY_HISTORY_MALIG_NEOPLASM	Family history of malignant neoplasm	Z80	Family history of malignant neoplasm	0.999999105930328	2	43	0	0	0	0	0	0	0	12	0	0	0	0	0
Z21_FIT_ADJ_OTH_DEVICES	Fitting and adjustment of other devices	Z46	Fitting and adjustment of other devices	1.00000011920929	2	260	11	0	0	0	0	0	2	3	0	0	0	0	0
Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE	Follow-up care involving plastic surgery	Z42	Follow-up care involving plastic surgery	1.00000011920929	2	0	28	0	0	0	0	0	1	0	0	0	0	0	0
Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	Z09	Follow-up examination after treatment for conditions other than malignant neoplasms	1.00000035762787	2	0	1	9	0	0	0	0	1	0	1	0	0	0	0
Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS	Follow-up examination after treatment for malignant neoplasms	Z08	Follow-up examination after treatment for malignant neoplasm	0.984281241893768	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0
Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	General examination and investigation of persons without complaint and reported diagnosis	Z00	General examination and investigation of persons without complaint or reported diagnosis	0.941725373268127	2	17	0	0	0	0	0	0	0	2	0	0	0	0	0
Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI	Medical observation and evaluation for suspected diseases and conditions	Z03	Medical observation and evaluation for suspected diseases and conditions	1.00000154972076	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0
Z21_OTHER_MEDICAL_CARE	Other medical care	Z51	Other medical care	0.999999940395355	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	Z47	Other orthopaedic follow-up care	0.99999988079071	2	1	7	1	0	0	1	0	6	0	1	0	0	1	1
Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	Other special examinations and investigations of persons without complaint or reported diagnosis	Z01	Other special examinations and investigations of persons without complaint or reported diagnosis	1.00000047683716	2	959	0	19	0	19	0	0	0	12	1	0	1	0	0
Z21_OTHER_SURGI_FOLLOW__CARE	Other surgical follow-up care	Z48	Other surgical follow-up care	1	2	0	4	1	0	0	1	0	1	0	1	0	0	1	1
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC1	Persons encountering health services in other circumstances	Z76	Persons encountering health services in other circumstances	1.00000023841858	2	12	0	0	0	0	0	0	0	3	0	0	0	0	0
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2	Persons encountering health services in other circumstances	Z76	Persons encountering health services in other circumstances	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_COUNSELLI_MEDICAL_ADVICE_NOT_ELSEW_CLASSIFIED	Persons encountering health services for other counselling and medical advice, not elsewhere classified	Z71	Persons encountering health services for other counselling and medical advice, not elsewhere classified	0.99054479598999	2	142	3	2	0	0	0	0	1	5	1	0	0	0	0
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED	Persons encountering health services for specific procedures, not carried out	Z53	Persons encountering health services for specifie procedures, not carried out	0.901089429855347	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Z21_POSTPA_CARE_EXAMI	Postpartum care and examination	Z39	Postpartum care and examination	1.00000047683716	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE	Procedures for purposes other than remedying health state	Z41	Procedures for purposes other than remedying health state	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Z21_SPECIAL_SCREEN_EXAM_INFECTIOUS_PARASITIC_DISEA	Special screening examination for infectious and parasitic diseases	Z11	Special screening examination for infectious and parasitic diseases	1.00000023841858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z21_SPECIAL_SCREEN_EXAM_NEOPLASMS	Special screening examination for neoplasms	Z12	Special screening examination for neoplasms	0.999999940395355	2	3	1	0	0	0	0	0	1	1	0	0	0	0	0
Z21_SPECIAL_SCREEN_EXAM_OTH_DISEA_DISORD	Special screening examination for other diseases and disorders	Z13	Special screening examination for other diseases and disorders	1.00000107288361	2	3876	0	528	0	528	0	0	0	18	4	0	4	0	0
AB1_BACT_BIR_OTHER_INF_AGENTS	Bacterial, viral and other infectious agents	J13	Pneumonia due to Streptococcus pneumoniae	0.748251914978027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_MENINGOCOCCAL	Meningococcal infection	A87	Viral meningitis	0.721334934234619	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AB1_STREPTSTAPHYCOCC_INOTHER	Streptococcus and staphylococcus as the cause of diseases classified to other chapters	J13	Pneumonia due to Streptococcus pneumoniae	0.762794077396393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB1_VIRAL_NOS	Other viral diseases, not elsewhere classified	B34	Viral infection of unspecified site	0.713558077812195	1	0	1	11	0	0	0	0	1	0	1	0	0	0	0
AB1_VIRAL_SKIN_NOS	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	L98	Other disorders of skin and subcutaneous tissue, not elsewhere classified	0.750210881233215	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AB1_WHOOPCOUGH	Whooping cough	R05	Cough	0.812024116516113	1	24	5	1	0	0	0	0	1	1	1	0	0	0	0
ALCOPANCCHRON	Alcohol-induced chronic pancreatitis	K85	Acute pancreatitis	0.712375640869141	1	139	1	66	0	62	0	0	0	9	4	0	4	0	0
C3_AML_EXALLC	Acute myeloid leukaemia (all cancers excluded)	C92	Myeloid leukaemia	0.744318604469299	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C3_BRONCHUS_LUNG_EXALLC	Malignant neoplasm of bronchus and lung (all cancers excluded)	C34	Malignant neoplasm of bronchus and lung	0.759506940841675	1	274	7	269	0	231	4	0	3	2	3	0	1	1	1
C3_DLBCL	Diffuse large B-cell lymphoma	40001_C851	B-cell lymphoma, unspecified	0.735778033733368	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (all cancers excluded)	40001_C851	B-cell lymphoma, unspecified	0.79827356338501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_ENDOCRINE	Malignant neoplasm of endocrine gland	D44	Neoplasm of uncertain or unknown behaviour of endocrine glands	0.732016324996948	1	306	0	114	0	114	0	0	0	12	1	0	1	0	0
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (all cancers excluded)	D44	Neoplasm of uncertain or unknown behaviour of endocrine glands	0.719173431396484	1	308	0	38	0	38	0	0	0	16	1	0	1	0	0
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	D39	Neoplasm of uncertain or unknown behaviour of female genital organs	0.81672215461731	1	126	7	22	0	0	0	0	1	1	1	0	0	0	0
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (all cancers excluded)	D39	Neoplasm of uncertain or unknown behaviour of female genital organs	0.716441512107849	1	46	7	21	0	0	0	0	1	2	1	0	0	0	0
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (all cancers excluded)	C22	Malignant neoplasm of liver and intrahepatic bile ducts	0.786739528179169	1	24	0	14	0	14	0	0	0	3	2	0	2	0	0
C3_MALE_GENITAL	malignant neoplasm of male genital organs	R86	Abnormal findings in specimens from male genital organs	0.76308935880661	1	2863	0	214	0	195	0	0	0	71	7	0	7	0	0
C3_OVARY_EXALLC	Malignant neoplasm of ovary (all cancers excluded)	40001_C56	Malignant neoplasm of ovary	0.70197319984436	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
C3_OVARY_EXALLC	Malignant neoplasm of ovary (all cancers excluded)	C56	Malignant neoplasm of ovary	0.701973140239716	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (all cancers excluded)	C25	Malignant neoplasm of pancreas	0.756652116775513	1	26	0	57	0	22	0	0	0	3	1	0	1	0	0
C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (all cancers excluded)	C20	Malignant neoplasm of rectum	0.711306095123291	1	0	1	4	0	0	0	0	1	0	1	0	0	0	0
C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (all cancers excluded)	40001_C20	Malignant neoplasm of rectum	0.711306095123291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (all cancers excluded)	C20	Malignant neoplasm of rectum	0.767699360847473	1	9	1	40	0	9	0	0	1	1	4	0	1	0	0
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (all cancers excluded)	40001_C20	Malignant neoplasm of rectum	0.767699360847473	1	9	0	8	0	8	0	0	0	1	1	0	1	0	0
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	C34	Malignant neoplasm of bronchus and lung	0.765801310539246	1	163	7	192	0	149	4	0	3	2	2	0	1	1	1
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	C78	Secondary malignant neoplasm of respiratory and digestive organs	0.748494327068329	1	163	0	0	0	0	0	0	0	2	0	0	0	0	0
C3_RESPIRATORY_INTRATHORACIC_EXALLC	Malignant neoplasm of respiratory system and intrathoracic organs (all cancers excluded)	C34	Malignant neoplasm of bronchus and lung	0.703892469406128	1	175	7	193	0	161	4	0	3	2	2	0	1	1	1
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC	Malignant neoplasm, without specification of site (all cancers excluded)	40001_C800	Malignant neoplasm, primary site unknown, so stated	0.708339750766754	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC	Malignant neoplasm, without specification of site (all cancers excluded)	C80	Malignant neoplasm without specification of site	0.705099225044251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC	Malignant neoplasm, without specification of site (all cancers excluded)	40001_C80	Malignant neoplasm without specification of site	0.705099225044251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	C16	Malignant neoplasm of stomach	0.776218771934509	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (all cancers excluded)	C73	Malignant neoplasm of thyroid gland	0.731285870075226	1	336	126	358	112	272	110	110	1	13	4	1	3	1	1
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (all cancers excluded)	40001_C73	Malignant neoplasm of thyroid gland	0.731285870075226	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD2_BENIGN_BONE_CARTILAGE_EXALLC	Benign neoplasm of bone and articular cartilage (all cancers excluded)	D16	Benign neoplasm of bone and articular cartilage	0.761877655982971	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_BONE_CARTILAGE_NOS	Benign neoplasm: Bone and articular cartilage, unspecified	D16	Benign neoplasm of bone and articular cartilage	0.832796096801758	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_BONE_SKULL_FACE	Benign neoplasm: Bones of skull and face	D16	Benign neoplasm of bone and articular cartilage	0.724400162696838	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_BONE_SKULL_FACE	Benign neoplasm: Bones of skull and face	S02	Fracture of skull and facial bones	0.716365694999695	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_BRAIN_CNS_EXALLC	Benign neoplasm of brain and other parts of central nervous system (all cancers excluded)	D33	Benign neoplasm of brain and other parts of central nervous system	0.731317281723022	1	60	0	31	0	25	0	0	0	1	1	0	1	0	0
CD2_BENIGN_BRAIN_NOS	Benign neoplasm: Brain, unspecified	D33	Benign neoplasm of brain and other parts of central nervous system	0.746529996395111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
