phenocode	name	category
I9_SAH	Subarachnoid haemmorrhage	IX Diseases of the circulatory system (I9_)
I9_SAHANEUR	"Aneurysms, operations, SAH"	IX Diseases of the circulatory system (I9_)
I9_SAHANEUR_EXNONE	"Aneurysms, operations, SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_SAH_EXNONE	Subarachnoid haemmorrhage (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_SECONDRIGHT	Secondary right heart disease	IX Diseases of the circulatory system (I9_)
I9_SECONDRIGHT_EXNONE	Secondary right heart disease (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_SEQULAE	Sequelae of cerebrovascular disease	IX Diseases of the circulatory system (I9_)
I9_SEQULAE_EXNONE	Sequelae of cerebrovascular disease (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_STENOSIS	"Occlusion and stenosis of arteries, not leading to stroke"	IX Diseases of the circulatory system (I9_)
I9_STENOSIS_EXNONE	"Occlusion and stenosis of arteries, not leading to stroke" (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_STR	"Stroke, excluding SAH"	IX Diseases of the circulatory system (I9_)
I9_STR_EXH	"Ischaemic Stroke, excluding all haemorrhages"	IX Diseases of the circulatory system (I9_)
I9_STR_EXH_EXNONE	"Ischaemic Stroke, excluding all haemorrhages" (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_STR_EXNONE	"Stroke, excluding SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_STR_SAH	"Stroke, including SAH"	IX Diseases of the circulatory system (I9_)
I9_STR_SAH_EXNONE	"Stroke, including SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_THROMBICV	Nonpyogenic thrombosis of intracranial venous system	IX Diseases of the circulatory system (I9_)
I9_THROMBICV_EXNONE	Nonpyogenic thrombosis of intracranial venous system (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_THROMBOTH	Other embolism and thrombosis	IX Diseases of the circulatory system (I9_)
I9_THROMBOTH_EXNONE	Other embolism and thrombosis (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_TIA	Transient ischemic attack	IX Diseases of the circulatory system (I9_)
I9_UAP	Unstable angina pectoris	IX Diseases of the circulatory system (I9_)
I9_UAP_EXNONE	Unstable angina pectoris (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VALVES	Valvular operations	IX Diseases of the circulatory system (I9_)
I9_VALVES_EXNONE	Valvular operations (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VARICVE	Varicose veins	IX Diseases of the circulatory system (I9_)
I9_VARICVEOES	Oesophageal varices	IX Diseases of the circulatory system (I9_)
I9_VARICVEOES_EXNONE	Oesophageal varices (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VARICVESOTH	Varicose veins of other sites	IX Diseases of the circulatory system (I9_)
I9_VARICVESOTH_EXNONE	Varicose veins of other sites (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VARICVE_EXNONE	Varicose veins (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VASCDEM	Vascular dementia	IX Diseases of the circulatory system (I9_)
I9_VASCINT	Vascular diseases of the intestine	IX Diseases of the circulatory system (I9_)
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	IX Diseases of the circulatory system (I9_)
I9_VEINSOTH	Other disorders of veins	IX Diseases of the circulatory system (I9_)
I9_VEINSOTH_EXNONE	Other disorders of veins (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VHD	Valvular heart disease including rheumatic fever	IX Diseases of the circulatory system (I9_)
I9_VHD_EXNONE	Valvular heart disease including rheumatic fever (no controls excluded)	IX Diseases of the circulatory system (I9_)
I9_VTE	Venous thromboembolism	IX Diseases of the circulatory system (I9_)
ILD	Interstitial lung disease	Interstitial lung disease endpoints
ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	Interstitial lung disease endpoints
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	Interstitial lung disease endpoints
INCREASEDMUSCLETONE	Increased muscle tone	Miscellaneous, not yet classified endpoints
INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints
INV_VENT	Invasive ventilation	Comorbidities of COPD
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints
J10_ABSCLUNGPNEUMO	Abscess of lung	X Diseases of the respiratory system (J10_)
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)
J10_ARDS	Adult respiratory distress syndrome	X Diseases of the respiratory system (J10_)
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	X Diseases of the respiratory system (J10_)
J10_ASTHMA	Asthma	X Diseases of the respiratory system (J10_)
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	X Diseases of the respiratory system (J10_)
J10_ASTHMA_EXMORE	Asthma (more controls excluded)	X Diseases of the respiratory system (J10_)
J10_ASTHMA_INCLAVO	"Asthma, including avohilmo"	X Diseases of the respiratory system (J10_)
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	X Diseases of the respiratory system (J10_)
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)	X Diseases of the respiratory system (J10_)
J10_BRONCH	"Bronchitis, not specified as acute or chronic"	X Diseases of the respiratory system (J10_)
J10_BRONCHIECTASIS	Bronchiectasis	X Diseases of the respiratory system (J10_)
J10_BRONCHIOLITIS	Acute bronchiolitis	X Diseases of the respiratory system (J10_)
J10_BRONCHITIS	Acute bronchitis	X Diseases of the respiratory system (J10_)
J10_BRONCHNAS	Unspecified chronic bronchitis	X Diseases of the respiratory system (J10_)
J10_CHEMGASRESP	"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"	X Diseases of the respiratory system (J10_)
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	X Diseases of the respiratory system (J10_)
J10_CHRONRHINITIS	"Chronic rhinitsi, nasopharyngitis and pharyngitis"	X Diseases of the respiratory system (J10_)
J10_CHRONSINUSITIS	Chronic sinusitis	X Diseases of the respiratory system (J10_)
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	X Diseases of the respiratory system (J10_)
J10_COLD	Acute nasopharyngitis(common cold)	X Diseases of the respiratory system (J10_)
J10_COPD	COPD	X Diseases of the respiratory system (J10_)
J10_COPDNAS	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)
J10_COPDNAS_INCLAVO	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)
J10_EMPHYSEMA	Emphysema	X Diseases of the respiratory system (J10_)
J10_EPIGLOTTITIS	Acute epiglottitis	X Diseases of the respiratory system (J10_)
J10_EXTERLUNG	Lung diseases due to external agents	X Diseases of the respiratory system (J10_)
J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust	X Diseases of the respiratory system (J10_)
J10_INFLUENZA	All influenza	X Diseases of the respiratory system (J10_)
J10_INFLUPNEU	Influenza and pneumonia	X Diseases of the respiratory system (J10_)
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	X Diseases of the respiratory system (J10_)
J10_LARYNGITIS	Acute laryngitis and tracheitis	X Diseases of the respiratory system (J10_)
J10_LOWCHRON	Chronic lower respiratory diseases	X Diseases of the respiratory system (J10_)
J10_LOWERINF	Other acute lower respiratory infections	X Diseases of the respiratory system (J10_)
J10_NASALPOLYP	Nasal polyp	X Diseases of the respiratory system (J10_)
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract	X Diseases of the respiratory system (J10_)
J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	X Diseases of the respiratory system (J10_)
J10_PERITONSABSC	Peritonsillar abscess	X Diseases of the respiratory system (J10_)
J10_PHARYNGITIS	Acute pharyngitis	X Diseases of the respiratory system (J10_)
J10_PLEURA	Other diseases of pleura	X Diseases of the respiratory system (J10_)
J10_PLEUREFFUSION	Pleural effusion	X Diseases of the respiratory system (J10_)
J10_PLEUROTH	Other pleural conditions	X Diseases of the respiratory system (J10_)
J10_PLEURPLAGUE	Pleural plaque	X Diseases of the respiratory system (J10_)
J10_PNEUMOBACT	Bacterial pneumoniae	X Diseases of the respiratory system (J10_)
J10_PNEUMOBACTEROTH	"Bacterial pneumonia, not elsewhere classified"	X Diseases of the respiratory system (J10_)
J10_PNEUMONAS	"Pneumonia, organism unsepcified"	X Diseases of the respiratory system (J10_)
J10_PNEUMONIA	All pneumoniae	X Diseases of the respiratory system (J10_)
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	X Diseases of the respiratory system (J10_)
J10_PNEUMONONBACT	"Pneumonia due to other infectious organisms, not elsewhere classified"	X Diseases of the respiratory system (J10_)
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae	X Diseases of the respiratory system (J10_)
J10_PNEUMOPROBBAC	Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	X Diseases of the respiratory system (J10_)
J10_PNEUMOTHORAX	Pneumothorax	X Diseases of the respiratory system (J10_)
J10_PULMEOS	"Pulmonary eosinophilia, not elsewhere classified"	X Diseases of the respiratory system (J10_)
J10_PULMOEDEMA	Pulmonary oedema	X Diseases of the respiratory system (J10_)
J10_PYOTHORAX	Pyothorax	X Diseases of the respiratory system (J10_)
J10_RESPCONDEXT	Respiratory conditions due to other external agents	X Diseases of the respiratory system (J10_)
J10_RESPDISOTH	Other respiratory disorders and diseases	X Diseases of the respiratory system (J10_)
J10_RESPIRATORY	Diseases of the respiratory system	X Diseases of the respiratory system (J10_)
J10_RESPOTHER	Other diseases of the respiratory system	X Diseases of the respiratory system (J10_)
J10_SEPTDEV	Deviated nasal septum	X Diseases of the respiratory system (J10_)
J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis	X Diseases of the respiratory system (J10_)
J10_SINUSITIS	Acute sinusitis	X Diseases of the respiratory system (J10_)
J10_TONSILLITIS	Other and unspecified tonssillitis	X Diseases of the respiratory system (J10_)
J10_UPPERDIS	Other diseases of upper respiratory tract	X Diseases of the respiratory system (J10_)
J10_UPPERINFEC	Acute upper respiratory infections	X Diseases of the respiratory system (J10_)
J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	X Diseases of the respiratory system (J10_)
J10_VIRALPNEUMO	Viral pneumonia	X Diseases of the respiratory system (J10_)
J10_VOCALLARYNX	"Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified"	X Diseases of the respiratory system (J10_)
JOINTPAIN	Pain in joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
JUVEN_ARTHR	Juvenile arthritis (FINNGEN)	Rheuma endpoints
K11_ABSCANAL	Abscess of anal and rectal regions	XI Diseases of the digestive system (K11_)
K11_ACHAL	Achalasia of cardia	XI Diseases of the digestive system (K11_)
K11_ACUTGASTR	Acute gastritis	XI Diseases of the digestive system (K11_)
K11_ACUTPANC	Acute pancreatitis	XI Diseases of the digestive system (K11_)
K11_ADHE	Intestinal adhesions without obstruction	XI Diseases of the digestive system (K11_)
K11_ALCGASTR	Alcoholic gastritis	XI Diseases of the digestive system (K11_)
K11_ALCOLIV	Alcoholic liver disease	XI Diseases of the digestive system (K11_)
K11_ANOMALI_DENTAL_ARCH_RELATIONS1	Anomalies of dental arch relationship	XI Diseases of the digestive system (K11_)
K11_ANOMALI_JAW_C_BASE_RELATIONS	Anomalies of jaw-cranial base relationship	XI Diseases of the digestive system (K11_)
K11_APPENDACUT	Acute appendicitis	XI Diseases of the digestive system (K11_)
K11_APPENDIX	Diseases of appendix	XI Diseases of the digestive system (K11_)
K11_APPENDOTH	Other appendicitis	XI Diseases of the digestive system (K11_)
K11_ASYMMETRY_JAW	Asymmetry of jaw	XI Diseases of the digestive system (K11_)
K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland	XI Diseases of the digestive system (K11_)
K11_ATTRITION	Excessive attrition of teeth	XI Diseases of the digestive system (K11_)
K11_BARRET	Barret oesophagus	XI Diseases of the digestive system (K11_)
K11_BILIAOTH	Other diseases of biliary tract	XI Diseases of the digestive system (K11_)
K11_CARIES	Dental caries	XI Diseases of the digestive system (K11_)
K11_CD_NOUC	"Crohn disease (strict definition, all UC cases excluded)"	XI Diseases of the digestive system (K11_)
K11_CD_STRICT	"Crohn disease (strict definition, require KELA)"	XI Diseases of the digestive system (K11_)
K11_CD_STRICT2	"Crohn disease (strict definition, require KELA, min 2 HDR)"	XI Diseases of the digestive system (K11_)
K11_CHOLANGI	"Cholangitis (primary sclerosing, PSC)"	XI Diseases of the digestive system (K11_)
K11_CHOLANGI_STRICT	"Cholangitis (primary sclerosing, PSC), with reimbursement 202"	Gastrointestinal endpoints
K11_CHOLECYST	Chlocystitis	XI Diseases of the digestive system (K11_)
K11_CHOLELITH	Cholelithiasis	XI Diseases of the digestive system (K11_)
K11_CHRONGASTR	Chronic gastritis	XI Diseases of the digestive system (K11_)
K11_CHRONHEP	"Chronic hepatitis, not elsewhere classified"	XI Diseases of the digestive system (K11_)
K11_CHRONPANC	Chronic pancreatitis	XI Diseases of the digestive system (K11_)
K11_COELIAC	Coeliac disease	XI Diseases of the digestive system (K11_)
K11_CONSTIPATION	Constipation	XI Diseases of the digestive system (K11_)
K11_CROHN	Crohn disease	XI Diseases of the digestive system (K11_)
K11_CROSSBITE	Crossbite	XI Diseases of the digestive system (K11_)
K11_CROWDI_TEETH	Crowding of teeth	XI Diseases of the digestive system (K11_)
K11_DEEP_BITE	Deep bite	XI Diseases of the digestive system (K11_)
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	XI Diseases of the digestive system (K11_)
K11_DEPOSITS	Deposits [accretions] on teeth	XI Diseases of the digestive system (K11_)
K11_DIAHER	Diaphragmatic hernia	XI Diseases of the digestive system (K11_)
K11_DISLIVOTH	Other diseases of liver	XI Diseases of the digestive system (K11_)
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	XI Diseases of the digestive system (K11_)
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	XI Diseases of the digestive system (K11_)
K11_DISTAL_BITE	Distal bite	XI Diseases of the digestive system (K11_)
K11_DIVERTIC	Diverticular disease of intestine	XI Diseases of the digestive system (K11_)
K11_DULC	Duodenal ulcer	XI Diseases of the digestive system (K11_)
K11_EMBED_TEETH	Embedded teeth	XI Diseases of the digestive system (K11_)
K11_EMBIMPACT_TEETH	Embedded and impacted teeth	XI Diseases of the digestive system (K11_)
K11_ENERCOLNONINF	Noninfective enteritis and colitis	XI Diseases of the digestive system (K11_)
K11_EROSION	Erosion of teeth	XI Diseases of the digestive system (K11_)
K11_ERUPTION	Tooth eruption problems	XI Diseases of the digestive system (K11_)
K11_FEMHER	Femoral hernia	XI Diseases of the digestive system (K11_)
K11_FIBROCHIRLIV	Fibrosis and chirrhosis of liver	XI Diseases of the digestive system (K11_)
K11_FISSANAL	Fissure and fistula of anal and rectal regions	XI Diseases of the digestive system (K11_)
K11_FISTULA	Colonic or urogenital fistula	XI Diseases of the digestive system (K11_)
K11_FUNCDYSP	Functional dyspepsia	XI Diseases of the digestive system (K11_)
K11_GALLBILPANC	"Disorders of gallbladder, biliary tract and pancreas"	XI Diseases of the digestive system (K11_)
K11_GALLBLAOTH	Other diseases of gallbladder	XI Diseases of the digestive system (K11_)
K11_GASTRODUOULC	Gastroduodenal ulcer	XI Diseases of the digestive system (K11_)
K11_GIBLEEDING	GI-bleeding	XI Diseases of the digestive system (K11_)
K11_GIDISEASES	Gastrointestinal diseases	XI Diseases of the digestive system (K11_)
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	XI Diseases of the digestive system (K11_)
K11_GINGIVITIS_ACUTE	Acute gingivitis	XI Diseases of the digestive system (K11_)
K11_GINGIVITIS_CHRONIC	Chronic gingivitis	XI Diseases of the digestive system (K11_)
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	XI Diseases of the digestive system (K11_)
K11_GJULC	Gastrojejunal ulcer	XI Diseases of the digestive system (K11_)
K11_GULC	Gastric ulcer	XI Diseases of the digestive system (K11_)
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	XI Diseases of the digestive system (K11_)
K11_HEPFAIL	"Hepatic failure, not elsewhere classified"	XI Diseases of the digestive system (K11_)
K11_HERING	Inguinal hernia	XI Diseases of the digestive system (K11_)
K11_HERNIA	Hernia	XI Diseases of the digestive system (K11_)
K11_HYPODONTIA	Hypodontia	XI Diseases of the digestive system (K11_)
K11_HYPO_ONLY	Tooth agenesis EXCLUDE clefts and syndromes	XI Diseases of the digestive system (K11_)
K11_IBD	Inflammatory bowel disease	XI Diseases of the digestive system (K11_)
K11_IBD_STRICT	"Inflammatory bowel disease, strict (require KELA)"	XI Diseases of the digestive system (K11_)
K11_IBD_STRICT_PSC	IBD (strict) with PSC	Gastrointestinal endpoints
K11_IBS	Irritable bowel syndrome	XI Diseases of the digestive system (K11_)
K11_ILEUS	Paralytic ileus and intestinal obstruction	XI Diseases of the digestive system (K11_)
K11_IMPACT	Impaction of intestines	XI Diseases of the digestive system (K11_)
K11_IMPACTED_TEETH	Impacted teeth	XI Diseases of the digestive system (K11_)
K11_INTESTOTH	Other diseases of intestines	XI Diseases of the digestive system (K11_)
K11_INTUSS	Intussusception	XI Diseases of the digestive system (K11_)
K11_JAWS	Other diseases of jaws	XI Diseases of the digestive system (K11_)
K11_KELACROHN	"Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)"	XI Diseases of the digestive system (K11_)
K11_KELAIBD	IBD patients in KELA-register	XI Diseases of the digestive system (K11_)
K11_KELAUC	"UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)"	XI Diseases of the digestive system (K11_)
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	XI Diseases of the digestive system (K11_)
K11_LIVER	Diseases of liver	XI Diseases of the digestive system (K11_)
K11_MAJOR_ANOMALI_JAW_SIZE	Major anomalies of jaw size	XI Diseases of the digestive system (K11_)
K11_MALABSORB	Intestinal malabsorbtion	XI Diseases of the digestive system (K11_)
K11_MANDIBULAR_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Mandibular molar that has failed to erupt because of obstruction by another tooth	XI Diseases of the digestive system (K11_)
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary molar that has failed to erupt because of obstruction by another tooth	XI Diseases of the digestive system (K11_)
K11_MN_PROGN_AND_SURGRT	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO)	XI Diseases of the digestive system (K11_)
K11_MN_RERTGN_AND_SURG	Mandibular retrognathia AND surgery (BSSO)	XI Diseases of the digestive system (K11_)
K11_OESITIS	Oesophagitis	XI Diseases of the digestive system (K11_)
K11_OESOBST	Oesophageal obstruction	XI Diseases of the digestive system (K11_)
K11_OESSTODUO	"Diseases of oesophagus, stomach and duodenum"	XI Diseases of the digestive system (K11_)
K11_OESULC	Ulcer of oesophagus	XI Diseases of the digestive system (K11_)
K11_OPEN_BITE	Open bite	XI Diseases of the digestive system (K11_)
K11_ORAL	"Diseases of oral cavity, salivary glands and jaws"	XI Diseases of the digestive system (K11_)
K11_ORALCYST	"Cysts of oral region, not elsewhere classified"	XI Diseases of the digestive system (K11_)
K11_OTHABDHER	Other and unspecified abdominal hernia	XI Diseases of the digestive system (K11_)
K11_OTHANRECT	Other diseases of anus and rectum	XI Diseases of the digestive system (K11_)
K11_OTHAPPEND	Other diseases of appendix	XI Diseases of the digestive system (K11_)
K11_OTHDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)
K11_OTHDISDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)
K11_OTHDISOES	Other diseases of oesophagus	XI Diseases of the digestive system (K11_)
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	XI Diseases of the digestive system (K11_)
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	XI Diseases of the digestive system (K11_)
K11_OTHFUNC	Other functional intestinal disroders	XI Diseases of the digestive system (K11_)
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	XI Diseases of the digestive system (K11_)
K11_OTHILEUS	"Other or unspecified ileus, impaction or obstruction"	XI Diseases of the digestive system (K11_)
K11_OTHINFLIV	Other inflammatory liver diseases	XI Diseases of the digestive system (K11_)
K11_OTHINT	Other diseases of intestine	XI Diseases of the digestive system (K11_)
K11_OTHPERITON	Other diseases of peritoneum	XI Diseases of the digestive system (K11_)
K11_OVERJET	Overjet	XI Diseases of the digestive system (K11_)
K11_PANCOTH	Other diseases of pancreas	XI Diseases of the digestive system (K11_)
K11_PARALIL	Paralytic ileus	XI Diseases of the digestive system (K11_)
K11_PERIODON_ACUTE	Acute periodontitis	XI Diseases of the digestive system (K11_)
K11_PERIODON_CHRON	Chronic periodontitis	XI Diseases of the digestive system (K11_)
K11_PERITON	Diseases of peritoneum	XI Diseases of the digestive system (K11_)
K11_PERITONITIS	Acute peritonitis	XI Diseases of the digestive system (K11_)
K11_POSTOPDIS	"Postprocedural disorders of digestive system, not elsewhere classified"	XI Diseases of the digestive system (K11_)
K11_PSC_COLITIS	"Colitis, primary sclerosing"	XI Diseases of the digestive system (K11_)
K11_PSC_COLITIS_STRICT	"Colitis, primary sclerosing, strict definition"	XI Diseases of the digestive system (K11_)
K11_PULC	Peptic ulcer	XI Diseases of the digestive system (K11_)
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	XI Diseases of the digestive system (K11_)
K11_REFLUX	Gastro-oesophageal reflux disease	Interstitial lung disease endpoints
K11_REIMB_202	KELA_REIMBURSEMENT_202	Gastrointestinal endpoints
K11_RETROG_MAXILLAE	Maxillary retrognathism	XI Diseases of the digestive system (K11_)
K11_SALIVARY	Diseases of salivary glands	XI Diseases of the digestive system (K11_)
K11_STOMATITIS	Stomatitis and related lesions	XI Diseases of the digestive system (K11_)
K11_STRICTURE	Intestinal stricture	XI Diseases of the digestive system (K11_)
K11_TEETH_HARD	Other diseases of hard tissues of teeth	XI Diseases of the digestive system (K11_)
K11_TONGUE	Diseases of tongue	XI Diseases of the digestive system (K11_)
K11_TOOTH_DEV	Disorders of tooth development and eruption	XI Diseases of the digestive system (K11_)
K11_TOXLIV	Toxic liver disease	XI Diseases of the digestive system (K11_)
K11_UC_NOCD	"Ulcerative colitis (strict definition, all Crohn cases excluded)"	XI Diseases of the digestive system (K11_)
K11_UC_STRICT	"Ulcerative colitis (strict definition, require KELA)"	XI Diseases of the digestive system (K11_)
K11_UC_STRICT2	"Ulcerative colitis (strict definition, require KELA, min 2 HDR)"	XI Diseases of the digestive system (K11_)
K11_UC_STRICT_PSC	Ulcerative colitis (strict) with PSC	Gastrointestinal endpoints
K11_ULCER	Ulcerative colitis	XI Diseases of the digestive system (K11_)
K11_UMBHER	Umbilical hernia	XI Diseases of the digestive system (K11_)
K11_VASCINT	Vascular disorders of the intestines	XI Diseases of the digestive system (K11_)
K11_VENTHER	Ventral hernia	XI Diseases of the digestive system (K11_)
K11_VOLVU	Volvulus	XI Diseases of the digestive system (K11_)
KELA_DIAB_INSUL	"Diabetes, insuline treatment (Kela reimbursement)"	Diabetes endpoints
KELA_DIAB_INSUL_EXMORE	"Diabetes, insuline treatment (Kela reimbursement)" (more controls excluded)	Diabetes endpoints
KNEE_ARTHROSIS	Gonarthrosis [arthrosis of knee](FG)	Rheuma endpoints
KRA_PSY_ALCOH	"Alcohol abuse, main dg"	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_ALCOH_EXMORE	"Alcohol abuse, main dg" (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_ANXIETY	Anxiety disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_ANYMENTAL	Any mental disorder	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV	"Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders"	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_AUTISM	Autism spe	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_AUTISM_EXMORE	Autism spe (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_BEHAV	Behavioural disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_BEHAV_EXMORE	Behavioural disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CHILDEMOT_EXMORE	Emotional disorders starting during childhood or adolecense (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CHILDSOC	Social disorders starting during childhood or adolecense	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CHILDSOC_EXMORE	Social disorders starting during childhood or adolecense (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CODUCTEMOT	Mixed disorders of conduct and emotions	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_CODUCTEMOT_EXMORE	Mixed disorders of conduct and emotions (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_DEMENTIA	Any dementia	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_DEMENTIA_EXMORE	Any dementia (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_DEVWIDE	Wide developmental disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_DEVWIDE_EXMORE	Wide developmental disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_EATING	KRA_PSY_EATING	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_EATING_EXMORE	KRA_PSY_EATING (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_HYPERKIN	Hyperkinetic disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MENTALRET	Mental retardation	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MENTALRET_EXMORE	Mental retardation (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MOOD	Mood disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MOOD_EXMORE	Mood disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MOTOR	Motor disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_MOTOR_EXMORE	Motor disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_PERSON	Personality disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_PERSON_EXMORE	Personality disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_PUERPER	"Mental and behabioural disorders of puerperum, not classified elsewhere"	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_PUERPER_EXMORE	"Mental and behabioural disorders of puerperum, not classified elsewhere" (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SCHIZODEL	Schizophrenia or delusion	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SCHIZODEL_EXMORE	Schizophrenia or delusion (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SLEEP_NONORG	Nonorganic sleeping disorders	Psychiatric endpoints from Katri Räikkönen
